"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T2431",0.068979833,0.209967859,0.355961523,0.208116428,0.204672113,0.314450954,0.045979206,0.232431142,0.448725243,0.051027336,0.272752513,0.483136513,0.10440351,0.034583508,0.065983369,0.260851462,0.085469733,0.052064574,0.033864032,0.055472075,0.237535172,0.192403214,0.188544704,0.488765233838469,0.028165105846855,1.3817066880304
"T2432",0.065383624,0.21527283,0.343643634,0.163071323,0.239069568,0.312287389,0.054790966,0.232742738,0.447783476,0.058156269,0.262464017,0.477304904,0.087557591,0.050456638,0.0602616,0.243271488,0.062617622,0.056895727,0.090911036,0.059529842,0.231949491,0.200406169,0.111561088,0.479081442792007,0.0524590978963173,1.39227681706156
"T2433",0.055027358,0.223957756,0.333816837,0.168621628,0.19840572,0.274519292,0.047990882,0.201110277,0.444728878,0.048061701,0.263188406,0.441067685,0.07828424,0.04619343,0.057324508,0.241091134,0.049687473,0.050411893,0.195149856,0.052908096,0.233843067,0.227069015,0.208952107,0.41672073809688,0.21028982503049,1.4609477521427
"T2434",0.053791352,0.215799325,0.341416628,0.126577035,0.242975215,0.286081074,0.037751938,0.215864056,0.468359283,0.046158456,0.270063075,0.384098305,0.073066187,0.031157803,0.056991211,0.246809602,0.152240857,0.044431963,0.209881486,0.052129613,0.24750716,0.258781473,0.027437641,0.47625683723089,0.0595504612892722,1.39536221471534
"T2435",0.050482367,0.213411084,0.348767731,0.143255815,0.239817674,0.296518028,0.033941865,0.215777548,0.486076096,0.034012431,0.294402234,0.173555011,0.088206721,0.027981837,0.056005374,0.240989353,0.272411995,0.036963865,0.232263969,0.054870511,0.263494211,0.071645401,0.234983859,0.428959020970164,0.17902503782428,1.44734468376972
"T5527",0.070039116,0.271134875,0.05631465,0.183633715,0.078491802,0.066586595,0.06016577,0.111297147,0.248295244,0.082164882,0.128561577,0.354833935,0.085441002,0.18863381,0.1301471,0.289813572,0.117789952,0.100836657,0.121232621,0.056056735,0.146015408,0.05845682,0.247415689,0.269109591661923,0.61550815813439,1.63725513126674
"T5533",0.067511438,0.271078548,0.063885895,0.084823775,0.108468161,0.148155969,0.064406523,0.07863903,0.290418585,0.062992487,0.126999524,0.353513458,0.142939913,0.183294172,0.152481932,0.062242552,0.164606458,0.090810264,0.165551395,0.051807706,0.090993516,0.077030887,0.100006495,0.276657295754944,0.592800621885314,1.62737525694868
"T5529",0.055257953,0.272501186,0.089441342,0.22119012,0.145710965,0.146244728,0.096187217,0.111483782,0.056583404,0.065920163,0.129469207,0.295032883,0.119538814,0.201692333,0.146816455,0.282630185,0.166045164,0.118743953,0.228186632,0.054636994,0.19390828,0.053395631,0.22005673,0.0813173156721643,1.39626525914651,1.97695653904246
"T5531",0.086378721,0.264190835,0.097324831,0.072357639,0.12708992,0.119010989,0.083700375,0.079901923,0.114274589,0.067203692,0.118494147,0.089908162,0.140896492,0.182245925,0.133654804,0.284453877,0.099156493,0.101115042,0.064324149,0.074986099,0.222972572,0.083930292,0.220060857,0.0752718194080873,1.43761388576795,1.99494700836344
"T0070",0.059984873,0.092333456,0.280273846,0.056576634,0.134557124,0.277693501,0.081280306,0.081638976,0.315123217,0.06384845,0.061665967,0.259979284,0.385921965,0.061862262,0.364046231,0.222197204,0.23406137,0.062817856,0.353721858,0.067717973,0.253983404,0.062005851,0.127031747,0.410697437672192,0.225751275397805,1.46767491024248
"T0071",0.069277424,0.163514795,0.253599332,0.141797842,0.069023567,0.401575535,0.081897515,0.07938467,0.398253909,0.094826512,0.109322533,0.112907774,0.186278893,0.069974907,0.068766616,0.19932015,0.103343758,0.068935435,0.360723217,0.070098002,0.253983404,0.070070191,0.112753667,0.455741741270427,0.111167551145302,1.41782041338769
"T0064",0.0616071,0.361593529,0.258101408,0.361285442,0.058373957,0.256504265,0.076943096,0.209760885,0.355970395,0.06394757,0.285090298,0.341308328,0.076507967,0.084315086,0.340600838,0.133776265,0.091378581,0.067277672,0.14183842,0.058861066,0.253983404,0.059139269,0.092785118,0.387023754512311,0.287084645045067,1.4943605874983
"T0586",0.053158897,0.240989233,0.279865636,0.151777092,0.050791148,0.268058007,0.140857549,0.27033086,0.418015676,0.051502288,0.051936147,0.113841107,0.090391677,0.063494141,0.050867559,0.118955781,0.167757162,0.072599918,0.156161737,0.052431916,0.170871143,0.05072501,0.064563759,0.490376401079733,0.0241251251772088,1.37994892352325
"T0587",0.079284623,0.243363391,0.2844277,0.157963875,0.083301575,0.279643013,0.06888,0.271001462,0.429303155,0.079758327,0.075976626,0.092957501,0.07996761,0.071519331,0.078878181,0.125305338,0.227717439,0.069957707,0.16264955,0.073916516,0.188067395,0.086462425,0.103425395,0.361421077932833,0.354662889347471,1.52376336167068
"T0588",0.081910241,0.254093398,0.274497167,0.134195916,0.08484152,0.283772678,0.07943739,0.223676916,0.4334673,0.082357981,0.077843024,0.079073286,0.081531365,0.078208755,0.083472119,0.10921754,0.283352094,0.077499124,0.166192143,0.081232199,0.166034729,0.086874056,0.093105747,0.373054292567726,0.323774735181647,1.51032416343589
"T0589",0.050672016,0.05338063,0.231621494,0.183954164,0.080292538,0.260240039,0.045592924,0.281886183,0.395786322,0.066760173,0.097022519,0.105526882,0.095033599,0.043358818,0.066571236,0.198683297,0.240799347,0.045688798,0.298559339,0.057211755,0.18186458,0.077313213,0.069402011,0.49358046894156,0.0160920725538835,1.37645380413036
"T0591",0.057138253,0.130410118,0.220195589,0.183980756,0.082328156,0.286756839,0.041753154,0.297492991,0.388989163,0.073203542,0.085020551,0.05390021,0.100673356,0.049643579,0.072955713,0.224654448,0.241996954,0.05496057,0.26739706,0.069480572,0.172488521,0.070743232,0.078046723,0.44199285966489,0.145918509738658,1.43294028810983
"T0572",0.062630528,0.110355609,0.264809514,0.096978124,0.072716543,0.242282378,0.050608965,0.25464895,0.350967676,0.065936619,0.183502538,0.166250952,0.072921236,0.077878385,0.050384704,0.089436653,0.256550296,0.050263907,0.243873065,0.063734073,0.210618683,0.050409266,0.132314018,0.352648933705541,0.378178673163287,1.53399489828665
"T0578",0.068390696,0.285950639,0.253536864,0.202272308,0.079797675,0.130100698,0.057218859,0.088385742,0.042281815,0.038871097,0.168462063,0.391094381,0.114534628,0.038373004,0.078236036,0.188689586,0.07836671,0.056231185,0.292830852,0.073674568,0.135992546,0.083302815,0.122324306,0.467235967309548,0.082219792465932,1.40522546630033
"T0579",0.065370044,0.293413138,0.261810458,0.212759295,0.078379102,0.135800762,0.049034309,0.073674298,0.054565116,0.031187639,0.125331681,0.390072428,0.120561194,0.042994321,0.078454165,0.197059043,0.107754097,0.051161451,0.238386111,0.070646027,0.155134922,0.078530481,0.127555704,0.453949322383101,0.115689479045854,1.41978786942708
"T1096",0.095449249,0.296227099,0.312327054,0.203036591,0.098770483,0.14530117,0.106438492,0.096073919,0.15534967,0.095947355,0.199494663,0.107491166,0.133476685,0.116687356,0.101067858,0.235896035,0.301390215,0.095827582,0.121364511,0.101206323,0.253983404,0.103169827,0.140408103,0.0409430973136344,1.73984524927564,2.12644554936223
"T1094",0.088243153,0.152889441,0.134094715,0.12506716,0.102320824,0.256885122,0.07466301,0.171819986,0.221069544,0.091778789,0.218080596,0.086626625,0.157046273,0.074372534,0.23256396,0.253051412,0.274102954,0.081744729,0.131369487,0.109017107,0.253983404,0.110444592,0.166380129,0.0150914682408015,2.16768138857243,2.31259376194723
"T0112",0.039338482,0.252892384,0.047622621,0.251036607,0.055760631,0.186529575,0.036362562,0.097903005,0.183921874,0.044605768,0.201448194,0.251787899,0.158572001,0.038932264,0.166393256,0.050105318,0.112367929,0.034819778,0.174354644,0.065781424,0.253983404,0.064115946,0.180490957,0.327378363448201,0.447163896503423,1.56400983821353
"T0114",0.063514517,0.234188061,0.049790306,0.250714777,0.096709246,0.20121294,0.047201517,0.133536066,0.279247572,0.058739888,0.182079466,0.210778371,0.049681353,0.04590519,0.067833244,0.197212179,0.165261071,0.055436558,0.0851753,0.100353563,0.253983404,0.099385675,0.19074401,0.210494844114595,0.804705425072535,1.7195734064933
"T0117",0.058800795,0.25434528,0.190796,0.148447771,0.058596222,0.164064087,0.068141706,0.072293491,0.280688957,0.05697112,0.200441282,0.180483531,0.07106157,0.072673771,0.136192205,0.255268395,0.326621019,0.061902121,0.06241266,0.059297848,0.253983404,0.058759393,0.145823268,0.285223488329676,0.567393335673141,1.61632074219262
"T0118",0.063084241,0.268494578,0.301131241,0.109464815,0.072124375,0.133396033,0.066458412,0.062112639,0.255198959,0.068724406,0.167651351,0.275161935,0.140384407,0.067244857,0.265419964,0.146125401,0.136596808,0.061639046,0.186306909,0.063887412,0.253983404,0.071636358,0.122850677,0.197597887445467,0.850232610019673,1.73938193439341
"T0119",0.05398827,0.286998733,0.197810012,0.253018579,0.060744187,0.061813457,0.060355002,0.080533557,0.187211565,0.05521909,0.132742514,0.263622757,0.113740591,0.066891693,0.297607083,0.057851722,0.181695101,0.054071541,0.196519657,0.061460407,0.253983404,0.060692952,0.135140617,0.312953920699986,0.487494638513208,1.58155743377123
"T4023",0.070247547,0.221278199,0.090714214,0.226668165,0.146730855,0.135829788,0.103329923,0.070046336,0.15967203,0.068556658,0.111839063,0.395040645,0.136199087,0.060590632,0.133750095,0.26681217,0.100093998,0.122451834,0.220886782,0.063497806,0.208619648,0.11122966,0.191959296,0.136472047892437,1.09630780297967,1.84644735763302
"T4024",0.066301833,0.220938607,0.089949431,0.217759569,0.127503098,0.138476012,0.076634261,0.068455882,0.153382301,0.068521581,0.120609369,0.417362711,0.121048448,0.187953207,0.139364685,0.241239088,0.175473342,0.076654244,0.211878404,0.05538505,0.228068464,0.110534921,0.187505233,0.139153746654704,1.08412925491674,1.84114856506837
"T4025",0.068300028,0.224713258,0.097966466,0.222731,0.116346545,0.12102196,0.115085822,0.063369729,0.119336781,0.065339155,0.113579468,0.421216059,0.152744634,0.063563561,0.130822745,0.268683471,0.11062512,0.126244811,0.217845611,0.067902437,0.230303796,0.117610824,0.120600744,0.206569384320067,0.818382574502134,1.72552422898287
"T4026",0.075322745,0.228563088,0.099952536,0.211970915,0.094379241,0.12515714,0.11419074,0.078466461,0.107116842,0.075663703,0.111227957,0.42410358,0.136488401,0.112284301,0.128814318,0.073473451,0.139672405,0.104684787,0.178226463,0.070399478,0.208448323,0.115888,0.167453532,0.165913444103094,0.970440663111089,1.79168353345437
"T4027",0.087277495,0.225468087,0.107483508,0.2121377,0.080334288,0.136872597,0.097201885,0.083208119,0.080137045,0.086187598,0.130375243,0.357825197,0.148461862,0.094485049,0.142541934,0.283002493,0.113073852,0.109437342,0.223657146,0.080345663,0.230284858,0.124364688,0.168244997,0.0768520986144087,1.42656888831445,1.99014141494781
"T4028",0.07978278,0.239117877,0.098260372,0.220252454,0.090705914,0.136678565,0.136590845,0.079108633,0.090842896,0.081875553,0.113779653,0.39087533,0.147224701,0.081837113,0.134879729,0.29098762,0.088470282,0.116391354,0.225114549,0.0722518,0.227201751,0.118247376,0.157371957,0.145339823567316,1.05663183155074,1.82918464771747
"T4029",0.086592188,0.2356624,0.111414783,0.225936708,0.073757622,0.126686058,0.102649219,0.082324028,0.072739195,0.087664015,0.126382114,0.36718013,0.156967461,0.067789296,0.146823716,0.080004003,0.119854555,0.149169757,0.222230248,0.06756986,0.23914399,0.12787349,0.18125525,0.109854349941342,1.22730307611066,1.90344239314006
"T4030",0.077296877,0.225036835,0.093399577,0.215938667,0.091606856,0.128185592,0.125857309,0.076722819,0.129119221,0.078291331,0.120886626,0.410516139,0.143303403,0.098407353,0.138065885,0.112038216,0.098678723,0.080201189,0.214689302,0.080816145,0.219806235,0.116414087,0.163426751,0.135235002295655,1.1019808327348,1.84891564923315
"T4031",0.096179689,0.217495823,0.117721594,0.215119604,0.074048285,0.146214743,0.110400485,0.087229667,0.087244716,0.095761347,0.127661087,0.350920595,0.149468614,0.10073196,0.153829088,0.079215637,0.103524625,0.093973125,0.21806666,0.078319619,0.225640736,0.13388139,0.167137815,0.0467865008220805,1.67684394623864,2.09903416712103
"T4032",0.100250863,0.204015713,0.11477748,0.212515181,0.120053896,0.14373434,0.121947177,0.101146657,0.120686148,0.099873787,0.124359245,0.353033756,0.141131922,0.11516452,0.143147448,0.119164821,0.091958555,0.116613957,0.215269841,0.085546326,0.220631042,0.12763241,0.145406771,0.00860560030397584,2.38216463975604,2.40591377437739
"T4033",0.081798338,0.235769995,0.111012299,0.229216557,0.068201047,0.153840226,0.07143237,0.08542055,0.059131929,0.08527989,0.125594482,0.352211702,0.155725204,0.059954425,0.153563499,0.140147161,0.152614121,0.110548313,0.233000389,0.05862406,0.241905192,0.134239974,0.203160874,0.113904546602823,1.20602177851051,1.89418306428517
"T4034",0.084818038,0.229403786,0.107035762,0.234136556,0.073395662,0.160136839,0.109495913,0.09246504,0.082806414,0.087624854,0.125168036,0.334966861,0.150758144,0.082830857,0.15996499,0.07961023,0.079226552,0.124829763,0.233368866,0.073325544,0.237770871,0.129133653,0.214176707,0.0749937068097719,1.43957592979075,1.99580067862247
"T4087",0.087682664,0.229260629,0.081140854,0.216517873,0.073486601,0.095561388,0.085993332,0.089333226,0.077200575,0.103362215,0.101192838,0.372441373,0.1217645,0.115078652,0.15279872,0.087042564,0.118067904,0.115255999,0.203888118,0.085059,0.22132113,0.123352135,0.162114945,0.110291823410731,1.22497763606108,1.90243061206562
"T4088",0.061874263,0.256746304,0.132814316,0.236883203,0.036479739,0.066700157,0.079018173,0.08362694,0.092416979,0.093203128,0.106727915,0.341314196,0.175821231,0.080445115,0.153228285,0.107141426,0.092316653,0.091819674,0.115125308,0.053203765,0.222076539,0.138238983,0.132429499,0.202714472275166,0.831964567728356,1.73143364974045
"T4089",0.067084872,0.24073864,0.158606722,0.165847109,0.140361358,0.134781699,0.086794236,0.06148291,0.253443034,0.067806431,0.07587207,0.375951099,0.142148467,0.154196294,0.135891576,0.143339432,0.118785448,0.128629716,0.210494199,0.046289051,0.228913889,0.120149364,0.045350839,0.142842700488395,1.0676345308666,1.83397183753885
"T4090",0.099959262,0.235245872,0.137627319,0.196315802,0.103111036,0.069852342,0.131879508,0.114603442,0.241523159,0.140258744,0.1037855,0.335871525,0.149975923,0.163385569,0.154806298,0.221349917,0.143053853,0.079088298,0.068539993,0.08142397,0.221666584,0.131433899,0.087169658,0.0257121075184506,1.94792268442851,2.21697844052154
"T4091",0.109278398,0.229328893,0.107810297,0.208480343,0.089684199,0.103475768,0.078944181,0.075288711,0.258042512,0.075493462,0.101460256,0.26960166,0.102847759,0.095585272,0.11635602,0.059835106,0.07524057,0.112382984,0.1892984,0.07852122,0.214755456,0.086703568,0.107573732,0.0746864325705577,1.44175016872782,1.99674667325615
"T4092",0.118486458,0.250686644,0.105912328,0.209457179,0.042562894,0.088630655,0.105566622,0.08368889,0.248447791,0.083913921,0.086353949,0.079596482,0.118791391,0.112975555,0.134737866,0.127823131,0.11128059,0.120065264,0.070284241,0.061659454,0.165244943,0.113051486,0.124552338,0.0214995156956712,2.02371939937654,2.24995700804176
"T4093",0.07927866,0.222262086,0.080596744,0.210574914,0.067915528,0.118511848,0.106802317,0.074377253,0.10150054,0.106157187,0.129306817,0.407353696,0.146548171,0.117836955,0.144025342,0.096597546,0.124495731,0.117858229,0.211691409,0.080185667,0.192934088,0.134147142,0.162935819,0.107950827816329,1.23749961916529,1.90787883057447
"T4094",0.056682386,0.233152591,0.123869713,0.226312075,0.114853628,0.119112376,0.079498792,0.113616183,0.110486971,0.085687548,0.11170354,0.279752264,0.147887801,0.140451592,0.168115531,0.140527473,0.144613823,0.128380378,0.18413041,0.055699428,0.226204341,0.124666442,0.076150776,0.00999473248978301,2.32654555877193,2.38171434015514
"T4095",0.065755246,0.238036303,0.103370332,0.231772828,0.081222118,0.105396599,0.065090897,0.128291362,0.116461392,0.069571514,0.082166977,0.395734085,0.118873271,0.105360122,0.144392737,0.131168256,0.100173608,0.147435697,0.220300986,0.068327627,0.18770596,0.10434828,0.20647287,0.159706323532032,0.99566560516619,1.80265871167058
"T4097",0.078021011,0.239511509,0.11352594,0.219459736,0.053285941,0.080985204,0.083390424,0.142058594,0.102106144,0.071036067,0.10296374,0.320031637,0.153295897,0.143765864,0.166718069,0.101570274,0.102473427,0.152562928,0.109008623,0.048208008,0.175576017,0.111242782,0.221135943,0.0637603383414756,1.5239521021974,2.03251210207557
"T4099",0.102071004,0.198123081,0.121881266,0.193729975,0.06596978,0.101656281,0.115962203,0.114037112,0.081776107,0.114877217,0.124118429,0.299354973,0.139242913,0.127993436,0.143220031,0.076590654,0.119327996,0.140919461,0.157333534,0.112053171,0.20381969,0.125408739,0.185276088,0.0012519050067194,3.02288061207875,2.68468436448828
"T4101",0.089768833,0.205331755,0.058457735,0.201420054,0.053629219,0.128872402,0.109768538,0.10433526,0.071495893,0.089779917,0.122749718,0.384289646,0.146558489,0.056690981,0.123108162,0.062694471,0.114525866,0.051110799,0.133079429,0.102137265,0.161781743,0.111862271,0.125423167,0.213645581719192,0.793835567913993,1.71484401527253
"T5038",0.067002163,0.244911088,0.099404362,0.23419719,0.05140948,0.152763529,0.045548115,0.074002627,0.059579375,0.069269075,0.080066893,0.338123831,0.14937368,0.154207002,0.14710597,0.20769741,0.100108056,0.058816932,0.236926621,0.048929599,0.07599421,0.126097003,0.211642271,0.262238167269148,0.636460475608876,1.64637132340002
"T5039",0.05156877,0.259693813,0.08703695,0.242913073,0.141259228,0.137216467,0.035948898,0.061454124,0.059279413,0.053787485,0.039875409,0.347559552,0.142961353,0.160584539,0.138478233,0.088332747,0.107601024,0.063660579,0.215704278,0.036767018,0.03516005,0.114121707,0.216097221,0.417624257871729,0.207974964027839,1.45994057393019
