"","cra","eno","envC","fbaB","fruA","fruB","fruK","glk","gpmM","pfkA","ppc","pykF","pyrG","tpiA","yibQ","pval","z","inv_cof_var"
"T1770",0.338069373,0.160573441,0.083538375,0.097757642,0.165653791,0.084389343,0.104659516,0.102733609,0.143836427,0.180512329,0.250034482,0.355752529,0.160521198,0.101688026,0.079096631,0.159699927346404,0.995691925148961,1.92414169069854
"T1771",0.240157787,0.181796966,0.082553941,0.106849308,0.14539184,0.08345235,0.106315028,0.244685127,0.144681435,0.099656674,0.271634401,0.334304694,0.158316572,0.078249054,0.078369957,0.187364306061682,0.887650812280568,1.87602695202017
"T1772",0.214345487,0.211763968,0.092878982,0.114200818,0.105593723,0.094510257,0.11345919,0.345896932,0.17693359,0.097042796,0.307876122,0.275688261,0.152138702,0.091410098,0.086203293,0.223917789046464,0.759028383328006,1.81874658538079
"T1773",0.213394936,0.217263151,0.086450464,0.070897431,0.198695463,0.089381651,0.133671111,0.195476251,0.099360998,0.070845368,0.229745104,0.318757491,0.106633756,0.189481664,0.071210739,0.153836105648507,1.02011861086368,1.93501980523049
"T1774",0.198248035,0.242988587,0.074379411,0.080298097,0.162808314,0.076828037,0.126899361,0.203158676,0.10476148,0.075966261,0.231924786,0.305882867,0.079432805,0.206421549,0.063973429,0.21519476233826,0.78852526777096,1.83188264858043
"T1775",0.238079515,0.192915994,0.079939426,0.075346989,0.198015351,0.078844343,0.131556306,0.217225103,0.169730771,0.32953221,0.205823342,0.321744571,0.098042192,0.31469084,0.064280306,0.192636339607005,0.868222244043867,1.86737468568576
"T1776",0.23983121,0.190790197,0.048826855,0.166742658,0.161933777,0.050979396,0.098059991,0.215658168,0.183082164,0.210947143,0.314322772,0.327047903,0.303983997,0.150726186,0.063386028,0.169600109012181,0.955746708772985,1.90635259545179
"T1777",0.120141957,0.208356882,0.057505704,0.058317934,0.158091139,0.059400673,0.108692367,0.344613534,0.20217019,0.156850222,0.365053302,0.205338303,0.074336745,0.070822939,0.070541041,0.499728464010136,0.000680639842326006,1.48102604052131
"T1778",0.211062095,0.198822718,0.068742591,0.125197875,0.155466959,0.071009586,0.106431837,0.223129819,0.229578016,0.162838889,0.359919207,0.33071343,0.252070166,0.090658323,0.066561888,0.221044567219733,0.768670175442292,1.82304043515384
"T1779",0.167534066,0.233754224,0.081531033,0.099372699,0.152660886,0.084887813,0.119704502,0.351010842,0.248638139,0.09133817,0.352213705,0.226401092,0.170351607,0.096946223,0.066971881,0.284315122192772,0.570069966457062,1.73459635212748
"T1780",0.167717635,0.199754233,0.071758882,0.13594198,0.151596918,0.075288358,0.113924415,0.327033613,0.236165746,0.1632173,0.338689866,0.329117755,0.25720238,0.078603753,0.06756925,0.231116795079142,0.735173903481444,1.80812329547148
"T1781",0.208292042,0.199280809,0.071617943,0.093968544,0.150524523,0.078148518,0.120796198,0.066473031,0.197022572,0.309782949,0.307937746,0.366906928,0.349497667,0.133252391,0.063190406,0.382094054794126,0.299985639364818,1.61431772416672
"T1782",0.138650722,0.286776298,0.071657415,0.223160422,0.19250258,0.075170717,0.134469485,0.284714245,0.252917026,0.185109193,0.24282758,0.283902722,0.280803855,0.089342657,0.057766215,0.0650961055730177,1.51334435647312,2.15467163247838
"T1783",0.109995359,0.25724526,0.071834604,0.184028788,0.202958835,0.076406146,0.132115947,0.289928708,0.252834728,0.183595951,0.256090205,0.308524377,0.256005801,0.09867386,0.052045796,0.0673679636428504,1.49568436217683,2.14680697810683
"T1784",0.103032513,0.321691829,0.058949657,0.095442001,0.223184918,0.061883974,0.138560042,0.315798274,0.241789385,0.049316422,0.240595772,0.30021641,0.230943971,0.102561465,0.054416032,0.333834027423486,0.429350659778682,1.67192879449062
"T1785",0.099454662,0.286891554,0.079486926,0.129352917,0.122862767,0.087383475,0.140320078,0.355313204,0.313205725,0.060945049,0.316809286,0.323329437,0.071257485,0.200048481,0.055632204,0.392567336650073,0.272633870110108,1.60213696079672
"T1786",0.107280097,0.297779963,0.068569719,0.113899444,0.07874791,0.07637859,0.134563459,0.318288142,0.297587433,0.110984086,0.281523513,0.314903683,0.234070771,0.2290797,0.054400039,0.240801477894577,0.703726753944123,1.79411870645905
"T1787",0.117407156,0.316681448,0.078133582,0.114604676,0.113188982,0.084605778,0.140680603,0.291737544,0.260408654,0.068098774,0.271450334,0.30313229,0.249717628,0.20644514,0.06012908,0.186681884939112,0.890190192617657,1.87715783283101
"T1788",0.170787653,0.169222606,0.053440646,0.050041182,0.173572801,0.057140241,0.119526058,0.120260601,0.183960771,0.226282311,0.360891774,0.364988835,0.104868984,0.178389933,0.054721292,0.455852220799361,0.110888907860256,1.53010589424641
"T1789",0.209443104,0.182773579,0.043455165,0.086955018,0.175011785,0.046736324,0.108477842,0.115577047,0.201204744,0.216508942,0.302026165,0.384806374,0.222696985,0.243622954,0.047808091,0.337586567085768,0.419058835297562,1.66734546105129
"T1790",0.104543743,0.22581119,0.065322433,0.082113848,0.163390933,0.067286299,0.102972118,0.269700015,0.225674706,0.07814029,0.374009923,0.187734899,0.064996936,0.080045455,0.065916679,0.473759118691054,0.065823637070983,1.51003664773525
"T1793",0.113615668,0.243830704,0.058440599,0.072835346,0.15924794,0.059185895,0.095471331,0.153976637,0.23365556,0.1500557,0.325300496,0.214038719,0.089207685,0.076074468,0.072523864,0.301238305514916,0.520842331858255,1.71267344971013
"T1794",0.10000453,0.241439843,0.071684775,0.062091846,0.183609513,0.080087494,0.140653474,0.292889163,0.23127425,0.051453633,0.289415544,0.324680305,0.104605546,0.272923882,0.053229884,0.326016435985474,0.450939890874263,1.68154328461251
"T1795",0.188489266,0.211286192,0.065145833,0.063226714,0.183779198,0.070886756,0.117857954,0.064487669,0.166420952,0.069557899,0.269640459,0.319658726,0.150365415,0.323674989,0.067454986,0.405230884573754,0.239830360901137,1.58752833421541
"T1796",0.1161318,0.197619046,0.081887118,0.070826737,0.177793396,0.086277383,0.130975738,0.337686126,0.238916225,0.073707734,0.350597953,0.32930038,0.092039637,0.249889173,0.070988233,0.341121943878037,0.409403069055309,1.66304538807767
"T1797",0.098092177,0.264630204,0.066422496,0.090019251,0.199470689,0.071216928,0.135976703,0.314180213,0.300996743,0.05840949,0.325651149,0.306891719,0.1018332,0.127930599,0.057791225,0.386197821641892,0.289242718890213,1.60953350085066
"T1798",0.129885829,0.255008323,0.064248252,0.08511003,0.208413297,0.069429936,0.133345462,0.324031712,0.29867969,0.090200925,0.313189438,0.333079647,0.141747662,0.123123651,0.053194166,0.336545249624176,0.421910289604203,1.66861532004454
"T1799",0.111399939,0.255981609,0.057793532,0.068450997,0.208869746,0.064262054,0.137366218,0.325514571,0.30059433,0.132586139,0.306096082,0.33660578,0.186588313,0.208496158,0.043532658,0.255432450672043,0.657491551846221,1.77352844588489
"T1800",0.116178961,0.258686683,0.080966399,0.120245435,0.069471658,0.083482615,0.126164255,0.29734084,0.180550673,0.070885738,0.255136154,0.321561656,0.117934075,0.145497109,0.06957758,0.276334713210664,0.593764813267875,1.74514855148991
"T1801",0.137729717,0.228114423,0.071160457,0.094412442,0.058164776,0.076072998,0.128053501,0.308043496,0.132718394,0.058632069,0.228586895,0.305624238,0.147473997,0.245311304,0.05759133,0.350436635420097,0.384141909282491,1.65179565111261
"T1802",0.159719042,0.178769843,0.066266491,0.079839021,0.21366714,0.070159408,0.135171069,0.098744506,0.075160329,0.125836552,0.194889215,0.244991283,0.28293113,0.30160751,0.062439011,0.227305620664124,0.747749543752188,1.8137236972933
"T1803",0.118763383,0.281801854,0.092738627,0.106069296,0.112414998,0.0946227,0.111255925,0.304064218,0.147354555,0.111749954,0.271911304,0.296166568,0.282464258,0.110257228,0.092736909,0.163465478683123,0.980314382552242,1.91729349722928
"T1804",0.202114717,0.163275195,0.074966706,0.105333425,0.192619254,0.0826696,0.141745583,0.205907109,0.089580305,0.272593095,0.231381186,0.253870507,0.314034021,0.31434332,0.063563371,0.117176246144543,1.18922156080261,2.01032765823236
"T1805",0.170377103,0.225423574,0.078892712,0.101658469,0.14246945,0.082651159,0.127666491,0.293847414,0.16090195,0.162696986,0.257336466,0.32346572,0.31944711,0.217877873,0.068480399,0.107545400889756,1.2396880420443,2.03280226528235
"T1806",0.11152637,0.289149976,0.064077173,0.202246114,0.196900187,0.069784444,0.141871838,0.287916915,0.103523241,0.043899556,0.277648155,0.329111858,0.143389135,0.28454774,0.037350332,0.310230156445742,0.495198069939458,1.70125310306556
"T1807",0.097663734,0.285614747,0.065533697,0.177561227,0.229266445,0.071790004,0.147357311,0.30284282,0.132513636,0.039568643,0.283176775,0.333553667,0.1323557,0.27350157,0.038456616,0.296494292911197,0.534510212372233,1.7187602668648
"T1808",0.105208096,0.25666928,0.068189546,0.132956874,0.223965089,0.074827488,0.15990719,0.349162763,0.131644556,0.101123796,0.296282952,0.359890456,0.111148201,0.357500405,0.044320697,0.339090611178193,0.414946289608682,1.66551399101299
"T1809",0.091078318,0.2782583,0.081035924,0.069245558,0.197287199,0.086347957,0.140013904,0.328682601,0.259910901,0.060064473,0.310985262,0.310052626,0.05567006,0.322601178,0.053559923,0.402817439953728,0.246061171321875,1.59030314657331
"T1810",0.254288666,0.162282674,0.078766886,0.096088913,0.189543819,0.083931246,0.148451277,0.075376307,0.14420278,0.129116553,0.269197496,0.323545258,0.141564711,0.338364847,0.055194628,0.2691299275032,0.615446553960229,1.75480423958686
"T1811",0.124096445,0.210395688,0.094755011,0.093875846,0.196916436,0.097907323,0.159595099,0.292174368,0.211396897,0.101433991,0.329797986,0.312836299,0.080616581,0.32263586,0.067196266,0.191970263846597,0.870658713643496,1.86845973650551
"T1812",0.151850888,0.214898926,0.072485423,0.132127552,0.109850575,0.078826136,0.1359176,0.341561821,0.22183015,0.21297646,0.276995014,0.324394397,0.19519477,0.153438079,0.057368266,0.127749903041544,1.13709205220739,1.98711244305269
"T1813",0.115161283,0.232547119,0.081212334,0.135738331,0.195711652,0.086487443,0.132338585,0.323976592,0.242143371,0.182778492,0.283584505,0.323745323,0.167074853,0.090437561,0.067722955,0.101433517610283,1.27342566412447,2.04782688717785
"T1814",0.123493939,0.214369822,0.076877987,0.155975293,0.200353773,0.081743034,0.135537455,0.348428391,0.241659784,0.096096323,0.30115036,0.358589368,0.199932896,0.272984738,0.054887264,0.14862560914327,1.04234616049484,1.94491856241255
"T1815",0.111688853,0.252630976,0.085136054,0.158642424,0.191699474,0.088754852,0.135083664,0.335535728,0.274324994,0.056694765,0.322520578,0.290605862,0.05608257,0.165491019,0.058226324,0.292298147020121,0.546683351364619,1.72418141984966
